step,loss,lr
742,5.371822357177734,1.855e-05
743,5.463958263397217,1.8575e-05
744,5.321145057678223,1.86e-05
745,5.386159896850586,1.8625e-05
746,5.425682544708252,1.865e-05
747,5.47639274597168,1.8675e-05
748,5.364456653594971,1.87e-05
749,5.381077766418457,1.8725e-05
750,5.424709320068359,1.875e-05
751,5.27839469909668,1.8775e-05
752,5.371880531311035,1.88e-05
753,5.302229881286621,1.8825e-05
754,5.364912986755371,1.885e-05
755,5.470464706420898,1.8874999999999998e-05
756,5.334774017333984,1.89e-05
757,5.2863850593566895,1.8925e-05
758,5.374540328979492,1.8950000000000003e-05
759,5.317853927612305,1.8975000000000004e-05
760,5.252860069274902,1.9e-05
761,5.2687835693359375,1.9025e-05
762,5.302922248840332,1.9050000000000002e-05
763,5.3044233322143555,1.9075000000000003e-05
764,5.371222496032715,1.9100000000000003e-05
765,5.15606164932251,1.9125e-05
766,5.375425338745117,1.915e-05
767,5.371538162231445,1.9175000000000002e-05
768,5.305408954620361,1.9200000000000003e-05
769,5.43083381652832,1.9225000000000003e-05
770,5.320460319519043,1.925e-05
771,5.292815208435059,1.9275e-05
772,5.070077896118164,1.93e-05
773,5.309566020965576,1.9325000000000002e-05
774,5.3417768478393555,1.9350000000000003e-05
775,5.1182026863098145,1.9375e-05
776,5.227329254150391,1.94e-05
777,5.327335834503174,1.9425e-05
778,5.291571617126465,1.9450000000000002e-05
779,5.260263442993164,1.9475e-05
780,5.342817306518555,1.95e-05
781,5.348628997802734,1.9525e-05
782,5.369610786437988,1.955e-05
783,5.062476634979248,1.9575e-05
784,5.195093154907227,1.96e-05
785,5.185670852661133,1.9625e-05
786,5.170509338378906,1.965e-05
787,5.317404747009277,1.9675e-05
788,5.308628559112549,1.97e-05
789,5.165946960449219,1.9725e-05
790,5.1393961906433105,1.975e-05
791,5.253886699676514,1.9775e-05
792,5.4592108726501465,1.98e-05
793,5.182381629943848,1.9825e-05
794,5.339184761047363,1.9849999999999998e-05
795,5.342667579650879,1.9875000000000002e-05
796,5.107827663421631,1.9900000000000003e-05
797,5.190081596374512,1.9925000000000003e-05
798,5.133761405944824,1.9950000000000004e-05
799,5.421416759490967,1.9975e-05
800,5.246495246887207,2e-05
801,5.20217227935791,2.0025000000000002e-05
802,5.286527156829834,2.0050000000000003e-05
803,5.336460113525391,2.0075000000000003e-05
804,5.325654983520508,2.01e-05
805,5.0943098068237305,2.0125e-05
806,5.147819519042969,2.0150000000000002e-05
807,5.203407287597656,2.0175000000000003e-05
808,5.231953144073486,2.0200000000000003e-05
809,5.044015884399414,2.0225e-05
810,5.212656021118164,2.025e-05
811,5.1822428703308105,2.0275e-05
812,5.219916820526123,2.0300000000000002e-05
813,5.079643726348877,2.0325e-05
814,5.32689094543457,2.035e-05
815,5.012820243835449,2.0375e-05
816,4.986958026885986,2.04e-05
817,5.265838146209717,2.0425000000000002e-05
818,4.987598419189453,2.045e-05
819,5.210285186767578,2.0475e-05
820,5.104909896850586,2.05e-05
821,5.115747451782227,2.0525e-05
822,5.135934829711914,2.055e-05
823,5.103641510009766,2.0575e-05
824,5.0236077308654785,2.06e-05
825,5.087765216827393,2.0625e-05
826,5.1725382804870605,2.065e-05
827,4.9811577796936035,2.0675e-05
828,5.117681503295898,2.07e-05
829,5.229988098144531,2.0725e-05
830,5.120785236358643,2.075e-05
831,5.1280131340026855,2.0775e-05
832,5.336801528930664,2.0800000000000004e-05
833,5.134296417236328,2.0825e-05
834,5.08935546875,2.0850000000000002e-05
835,5.253188133239746,2.0875000000000003e-05
836,5.0770673751831055,2.0900000000000003e-05
837,5.087920188903809,2.0925000000000004e-05
838,5.355801582336426,2.095e-05
839,4.988892555236816,2.0975e-05
840,4.979780197143555,2.1000000000000002e-05
841,4.915312767028809,2.1025000000000003e-05
842,4.9109086990356445,2.1050000000000003e-05
843,5.059018135070801,2.1075e-05
844,5.000149726867676,2.11e-05
845,5.066981315612793,2.1125000000000002e-05
846,4.968611240386963,2.1150000000000002e-05
847,5.416993141174316,2.1175e-05
848,5.150028228759766,2.12e-05
849,5.07696533203125,2.1225e-05
850,5.114089488983154,2.125e-05
851,5.076396942138672,2.1275000000000002e-05
852,4.961677551269531,2.13e-05
853,5.031941890716553,2.1325e-05
854,5.096902847290039,2.135e-05
855,5.154497146606445,2.1375e-05
856,5.106389999389648,2.1400000000000002e-05
857,4.956018447875977,2.1425e-05
858,5.128971576690674,2.145e-05
859,5.191232681274414,2.1475e-05
860,5.127795696258545,2.15e-05
861,4.897150993347168,2.1525e-05
862,5.052133560180664,2.155e-05
863,4.958922386169434,2.1575e-05
864,5.115594387054443,2.16e-05
865,5.1299943923950195,2.1625e-05
866,5.1494293212890625,2.165e-05
867,5.021354675292969,2.1674999999999998e-05
868,5.0758514404296875,2.17e-05
869,5.003929615020752,2.1725000000000003e-05
870,5.193426609039307,2.1750000000000004e-05
871,5.112878799438477,2.1775000000000004e-05
872,4.994187831878662,2.18e-05
873,4.998384475708008,2.1825000000000002e-05
874,4.973109245300293,2.1850000000000003e-05
875,4.785115718841553,2.1875000000000003e-05
876,5.02638053894043,2.19e-05
877,4.969874382019043,2.1925e-05
878,4.880888938903809,2.195e-05
879,4.872636795043945,2.1975000000000002e-05
880,5.009464740753174,2.2000000000000003e-05
881,5.104794979095459,2.2025e-05
882,4.93297004699707,2.205e-05
883,5.145047187805176,2.2075e-05
884,4.892497539520264,2.2100000000000002e-05
885,4.943181991577148,2.2125000000000002e-05
886,5.083066940307617,2.215e-05
887,4.8499040603637695,2.2175e-05
888,4.970480918884277,2.22e-05
889,5.075612545013428,2.2225e-05
890,4.9805908203125,2.2250000000000002e-05
891,5.028099536895752,2.2275e-05
892,4.967845916748047,2.23e-05
893,4.965141296386719,2.2325e-05
894,4.971673011779785,2.235e-05
895,4.946087837219238,2.2375000000000002e-05
896,4.762363433837891,2.24e-05
897,5.06338357925415,2.2425e-05
898,4.866263389587402,2.245e-05
899,4.816200256347656,2.2475e-05
900,4.962747097015381,2.25e-05
901,4.947473049163818,2.2525e-05
902,4.811958312988281,2.255e-05
903,4.865025997161865,2.2575e-05
904,5.0674147605896,2.26e-05
905,4.771528244018555,2.2625e-05
906,5.109588623046875,2.265e-05
907,4.630997657775879,2.2675000000000002e-05
908,4.804577350616455,2.2700000000000003e-05
909,4.868598461151123,2.2725000000000003e-05
910,4.962576866149902,2.275e-05
911,4.9783735275268555,2.2775e-05
912,4.75462532043457,2.2800000000000002e-05
913,4.89418888092041,2.2825000000000003e-05
914,5.046257019042969,2.2850000000000003e-05
915,4.875818252563477,2.2875e-05
916,4.769148349761963,2.29e-05
917,4.807283401489258,2.2925e-05
918,4.93940544128418,2.2950000000000002e-05
919,4.617892265319824,2.2975000000000003e-05
920,4.9297590255737305,2.3e-05
921,4.899815559387207,2.3025e-05
922,4.942083358764648,2.305e-05
923,4.74899435043335,2.3075000000000002e-05
924,5.04470157623291,2.3100000000000002e-05
925,4.855520248413086,2.3125e-05
926,4.608577728271484,2.315e-05
927,5.0669355392456055,2.3175e-05
928,4.973873615264893,2.32e-05
929,4.994717597961426,2.3225000000000002e-05
930,4.790572166442871,2.325e-05
931,4.918048858642578,2.3275e-05
932,4.979022979736328,2.33e-05
933,4.810667991638184,2.3325e-05
934,4.8571271896362305,2.3350000000000002e-05
935,5.125405311584473,2.3375e-05
936,4.799317836761475,2.34e-05
937,4.912027359008789,2.3425e-05
938,4.941020488739014,2.345e-05
939,4.795751094818115,2.3475e-05
940,4.892508506774902,2.35e-05
941,4.601357460021973,2.3525e-05
942,4.809116840362549,2.355e-05
943,4.777154445648193,2.3575000000000004e-05
944,5.054023742675781,2.36e-05
945,4.997074604034424,2.3625e-05
946,4.685996055603027,2.3650000000000002e-05
947,4.819870948791504,2.3675000000000003e-05
948,4.928864479064941,2.3700000000000003e-05
949,4.763064384460449,2.3725e-05
950,5.009507179260254,2.375e-05
951,4.794800758361816,2.3775000000000002e-05
952,4.679504871368408,2.3800000000000003e-05
953,4.804184436798096,2.3825000000000003e-05
954,4.809145450592041,2.385e-05
955,4.731716632843018,2.3875e-05
956,4.898561477661133,2.39e-05
957,4.713091850280762,2.3925000000000002e-05
958,4.852989196777344,2.3950000000000003e-05
959,4.6404242515563965,2.3975e-05
960,4.715683937072754,2.4e-05
961,4.753037452697754,2.4025e-05
962,4.721983432769775,2.4050000000000002e-05
963,4.676741600036621,2.4075000000000002e-05
964,4.82137393951416,2.41e-05
965,4.706498146057129,2.4125e-05
966,4.616747856140137,2.415e-05
967,4.903375148773193,2.4175e-05
968,4.952686309814453,2.4200000000000002e-05
969,4.800351142883301,2.4225e-05
970,4.681124687194824,2.425e-05
971,4.725375175476074,2.4275e-05
972,4.810573101043701,2.43e-05
973,4.567684173583984,2.4325000000000002e-05
